number,title,base,head,baseSHA,headSHA,mergeBase,draft,mergeability,mergeState,checks,reviews,commitsAhead,files,additions,deletions,updated,issue,parent,children,stacked,patchAbsorbed,patchUnmatched,status,superseded,dependencies
913,ISA-909 · Bootstrap seguro de cuenta Clerk,nightly,vantareapp/isa-909-clerk-account-bootstrap,36ec5fdd7e9914638778ba946373b43a52fd3749,4751bfa53706779cc4df0f391bd1b6e3897aa499,36ec5fdd7e9914638778ba946373b43a52fd3749,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/33176936184/job/98867882657""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/33176936184/job/98867970066""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",13,16,1603,103,2026-08-28T13:58:42Z,909,,[],False,0,13,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
886,ISA-885 · Spike real Clerk session → Supabase TPA local,nightly,vantareapp/isa-885-clerk-session-tpa,1c45cc827e47976ed41e1f28463529c04579e806,48ab9ee2ec9344c0ccf2f2c7a2dbb2875c08be7c,1c45cc827e47976ed41e1f28463529c04579e806,True,MERGEABLE,BEHIND,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/33134274233/job/98730630637""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/33134274233/job/98730680910""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",4,1,183,0,2026-08-28T01:54:46Z,885,,[],False,0,4,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
882,ISA-876 · Definir RemoteCanonicalUpdateV1 post-commit,vantareapp/isa-870-telemetry-remote-adr-threat-model,vantareapp/isa-876-remote-canonical-update-v1,5e30cf4418199417615140ec93c1b9d4fcaf5aef,7b35880e490b5867d895f14e75a6cea3d277752f,a02a1463de59c64389c6815c859425af08133833,True,MERGEABLE,CLEAN,"[{""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",2,22,2095,18,2026-08-27T17:26:54Z,876,873,[],True,0,2,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
880,ISA-875 · Spike mínimo de Clerk en Wails,nightly,vantareapp/isa-875-spike-clerk-wails,c1d4dfa4bcd233df3ea4e15aaa5cc23aeef31e9b,0cd76ed0dbaecc89f1776e62a249ccd5fba49d3d,c1d4dfa4bcd233df3ea4e15aaa5cc23aeef31e9b,True,MERGEABLE,BEHIND,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/33034727007/job/98394856596""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/33034727007/job/98394910505""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",6,2,288,0,2026-08-27T02:54:23Z,875,,[],False,0,6,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
873,ISA-870 · Fijar telemetría remota post-commit V1,nightly,vantareapp/isa-870-telemetry-remote-adr-threat-model,a02a1463de59c64389c6815c859425af08133833,5e30cf4418199417615140ec93c1b9d4fcaf5aef,a02a1463de59c64389c6815c859425af08133833,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/33030027023/job/98380165948""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/33030027023/job/98380220607""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",1,6,380,19,2026-08-27T01:25:04Z,870,,[882],False,0,1,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
872,ISA-869 · Conectar Telemetry Orbit al catálogo real de LMU,nightly,vantareapp/isa-869-telemetry-orbit-real,a02a1463de59c64389c6815c859425af08133833,8ac5adc4741cf143d1b5b3f81e87080981c9e02e,a02a1463de59c64389c6815c859425af08133833,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/33030397058/job/98381336522""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/33030397058/job/98381399408""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",5,13,479,63,2026-08-27T01:32:27Z,869,,[],False,0,5,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
839,ISA-837 · Exigir base origin/nightly para iniciar desarrollo,nightly,vantareapp/isa-837-base-origin-nightly,8a90c3a7837166ffec6943c839f7cb31cbf11b31,48342b6c7d661c208bb7251f9957af6f0152525f,8a90c3a7837166ffec6943c839f7cb31cbf11b31,True,MERGEABLE,BEHIND,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/32893054836/job/97949186057""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/32893054836/job/97949333352""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",1,2,9,0,2026-08-25T20:02:45Z,837,,[],False,0,1,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
801,"ISA-800: navegacion instantanea — lazy por pagina con prefetch, modo rendimiento por defecto y reloj de Carreras a hoja",nightly,vantareapp/isa-nav-perf-corte-1,a1785c8ea903051366b01edcae206b4f80da97d6,4df90a22a535a44ff1a8f45903eed187b272efd7,787dcc1d2b61a307ad1b4858b3631100b8bea51b,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""FAILURE"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/32780503737/job/97601295859""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SKIPPED"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/32780503737/job/97601351876""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",14,40,1110,187,2026-08-24T21:37:30Z,UNKNOWN,,[],False,3,11,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
795,"ISA-793: etiqueta de seleccion hija del marco (movimiento atomico, sustituye a #792)",nightly,vantareapp/isa-793-etiqueta-hija-del-marco,ab5dedb5b6d838f3bb1ebd8419d7d416f7887135,4edda0c9af4ca9f29822d4de50c159e6353835a1,787dcc1d2b61a307ad1b4858b3631100b8bea51b,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/32607286078/job/97114208958""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/32607286078/job/97114248102""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",5,13,309,91,2026-08-23T00:13:13Z,793,,[],False,0,5,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
792,ISA-789: la etiqueta de seleccion sigue al marco en el mismo pintado durante el drag,nightly,vantareapp/isa-789-etiqueta-seleccion-sigue-al-marco,f987fde445239f75085b3d0d6aa39de79a9bc494,a3e78c232b1b095240751148d0d2e7ae39980b00,d0ad2196f7981919928cf6bea2faa778c47cab99,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/32595130297/job/97084753239""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/32595130297/job/97084792619""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",2,2,64,16,2026-08-22T19:55:02Z,789,,[],False,0,2,SUPERSEDED_BY_795_TITLE,795,parent + contracts/reviews; no integration authorization
783,ISA-776: rendimiento UI corte 1 — tick de calendario estable y historial Studio sin clon redundante,nightly,vantareapp/isa-776-ui-perf-corte-1,d0ad2196f7981919928cf6bea2faa778c47cab99,66c54bdad172dd8a90b192acce1f92414468d454,d0ad2196f7981919928cf6bea2faa778c47cab99,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/32592797834/job/97079108524""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/32592797834/job/97079151433""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",2,6,208,30,2026-08-22T19:07:45Z,776,,[],False,0,2,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
673,chore(roadmap): actualizar el digest del roadmap (ISA-378),nightly,bot/roadmap-digest,659b2c57dc2c7fc75962cc3c8e425ed1289266ec,bba9a3d266c0d9ad4e0649bc8826a9b59ba33398,659b2c57dc2c7fc75962cc3c8e425ed1289266ec,False,MERGEABLE,BLOCKED,"[{""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",1,1,22,12,2026-08-30T22:01:56Z,UNKNOWN,,[],False,0,1,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
280,[ISA-340] STR-17A — Resolver la revisión activa y cablear el motor live,nightly,vantareapp/isa-340-str-17a-resolver-la-revision-activa-y-cablear-el-motor-live,7a92241d4a1c7375106e601ce2daee36e6328758,a593347fa97de5091b2c0adf20c0ae521ef46c75,7a92241d4a1c7375106e601ce2daee36e6328758,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/32048850096/job/95443041198""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/32048850096/job/95443117841""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",11,13,1907,46,2026-08-17T17:18:31Z,340,,[],False,0,11,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
278,docs(release): prepare Nightly 10 manifest,nightly,vantareapp/isa-350-release-nightly-10-manifest,7a92241d4a1c7375106e601ce2daee36e6328758,2460be30a6ff324480f0b48fbf52d9676bf91d7c,7a92241d4a1c7375106e601ce2daee36e6328758,True,CONFLICTING,DIRTY,"[{""name"": ""Validate promotion path"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/32135366084/job/95705317280""}, {""name"": ""Validate Vantare blocking gates"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://github.com/isaacalbala12/Vantare-Simracing-Suite/actions/runs/32135366084/job/95705399313""}, {""name"": ""GitGuardian Security Checks"", ""conclusion"": ""SUCCESS"", ""status"": ""COMPLETED"", ""detailsUrl"": ""https://dashboard.gitguardian.com""}]","{""nodes"": [], ""pageInfo"": {""hasNextPage"": false}}",2,6,91,1,2026-08-18T12:09:35Z,350,,[],False,0,2,INDEPENDENT_PENDING,UNKNOWN,parent + contracts/reviews; no integration authorization
